Author;AuthorULAN;AuthorULANLabel;AuthorNationality;BiographyLabel;AuthorBirth;AuthorDeath;AuthorBirthLong;AuthorBirthLat;AuthorDeathLong;AuthorDeathLat;AuthorBirthCity;AuthorDeathCity;CountModifiers;CountModifiers_Contact;CountModifiers_Neighbours;CountWorks;CountWorks_Modified;CountWorks_Contact;CountWorks_Neighbours;PercWorks_Modified;PercWorks_Contact;PercWorks_Neighbours
GIOVANNI DAL CAVINO;ulan:500002859;Cavino, Giovanni da;Italian (culture or style);Italian medalist and goldsmith, 1500-1570;1500.0;1570.0;11.883333;45.416667;11.883333;45.416667;Padua;Padua;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
AMIDANO Luigi;ulan:500101814;Amidano, Luigi;Italian (culture or style);Italian painter and etcher, active mid-17th century;1570.0;1720.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LA FARGUE Jacob Elias;ulan:500015721;Fargue, Jacob Elias la;Dutch (culture or style);Dutch painter, 1735-after 1776;1735.0;1780.0;4.366667;52.066667;;;The Hague;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FAVAI Gennaro;ulan:500053454;Favai, Gennaro;Italian (culture or style);Italian painter 1879-1958;1879.0;1958.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PANZA Federico;ulan:500056981;Panza, Federico;Italian (culture or style);Italian artist, ca. 1633 or 1644-1703;1623.0;1703.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCLAVI E;ulan:500054761;Sclavi, Ettore;Italian (culture or style);Italian sculptor, active ca. 1889;1849.0;1949.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRINGOLO Nino;ulan:500124245;Springoli, Nino;Italian (culture or style);Italian draftsman, born 1886;1886.0;1986.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TOUSSYN Johann;ulan:500026226;Toussyn, Johann;German (culture, style, period);German painter, born 1608, active 1630-1660;1608.0;1680.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VALLAYER-COSTER Anne-Dorothée;ulan:500007243;Vallayer-Coster, Anne;French (culture or style);French painter, 1744-1818;1744.0;1818.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DE SIMONE Niccolò;ulan:500013996;Niccolò de Simone;Flemish (culture or style);Flemish painter, active 1636-1655 in Italy;1600.0;1685.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
WOLFF Johann Andreas;ulan:500010504;Wolff, Andreas;German (culture, style, period);German painter, 1652-1716;1652.0;1716.0;11.583333;48.15;11.583333;48.15;Munich;Munich;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BOITO Silvestro;ulan:500357772;Boito, Silvestro;Italian (culture or style);Italian miniaturist, 1802-1856;1802.0;1856.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BIANCHI Achille;ulan:500098412;Bianchi, Achille;Italian (culture or style);Italian sculptor, 1837-1889;1837.0;1889.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCHWARTZE VAN DUYL Thérèse;ulan:500115436;Schwartze, Thérèse;Dutch (culture or style);Dutch painter and printmaker, 1851-1918;1851.0;1918.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
JEANNIOT;ulan:500030160;Jeanniot, Georges;French (culture or style);French painter, 1848-1934;1848.0;1934.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ANDREOCCIO DI BARTOLOMEO;ulan:500071238;Andreoccio di Bartolomeo;Italian (culture or style);Italian painter, documented ca. 1389-1392;1350.0;1450.0;;;;;;;1.0;0.0;1.0;2.0;1.0;0.0;1.0;0.5;0.0;0.5
VALLE D;ulan:500026477;Valle, E.;Italian (culture or style);Italian architect;1800.0;2030.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SAINT ANDRE' Simon Bernard;ulan:500011668;Saint-Andre, Simon Renard de;French (culture or style);French painter and engraver, born 1613 or 1614, died 1677;1613.0;1677.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RAEMAEKERS Louis;ulan:500110122;Louis Raemaekers;Dutch (culture or style);Dutch painter, illustrator, and draftsman, 1869-1956;1869.0;1956.0;6.0;51.2;5.75;52.5;Roermond;Dronten;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MALO Vincent;ulan:500029911;Malo, Vincent;Flemish (culture or style);Flemish painter, active from 1623, died ca. 1656;1576.0;1676.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
POURBUS Pieter;ulan:500011430;Pourbus, Pieter Jansz.;Dutch (culture or style);Dutch painter, cartographer, 1523/1524-1584, active in Flanders;1523.0;1584.0;4.7;52.016667;3.225971;51.210933;Gouda;Bruges;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCHOLTZ;ulan:500428110;Scholz, Heinrich;Austrian;Austrian artist, 1880-1937;1880.0;1937.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FALCONET Pierre Etienne;ulan:500029608;Falconet, Pierre Etienne;French (culture or style);French draftsman and engraver, 1741-1791;1741.0;1791.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BENINCASA Grazioso;ulan:500114874;Benincasa, Grazioso;Italian (culture or style);Italian illuminator and cartographer, active 15th century;1400.0;1520.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GARNEREY Hippolyte;ulan:500124866;Garneray, Hippolyte-Jean-Baptiste;French (culture or style);French painter and engraver, 1787-1858;1787.0;1858.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROSA Gaetano;ulan:500031158;Roos, Cajetan;Italian (culture or style);Italian painter, 1690-1770;1690.0;1770.0;12.483333;41.9;16.3667;48.2167;Rome;Vienna;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LEGNANI Stefano Maria;ulan:500014011;Legnani, Stefano Maria;Italian (culture or style);Italian painter and engraver, 1660-1715;1660.0;1715.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROSSETTI Giovanni Paolo;ulan:500001682;Rossetti, Giovanni Paolo;Italian (culture or style);Italian painter, 1519-1586;1519.0;1586.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BREYDEL;ulan:500005692;Breydel, Karel;Flemish (culture or style);Flemish artist, 1678-1733;1678.0;1733.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
JAWLENSKY Alexej von;ulan:500017981;Jawlensky, Alexei;Russian (culture or style);Russian painter, 1864-1941;1864.0;1941.0;34.85;57.0333;8.25;50.083333;Torzhoksky District;Wiesbaden;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BLOEMAERT Hendrick;ulan:500028176;Bloemaert, Hendrick;Dutch (culture or style);Dutch painter and poet, ca. 1601-1672;1591.0;1672.0;5.133333;52.083333;5.133333;52.083333;Utrecht;Utrecht;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
V t;ulan:500047678;Monogrammist V. T.;undetermined (information indicator);unknown artist;1300.0;1830.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SANDRINO Tommaso;ulan:500012657;Sandrino, Tommaso;Italian (culture or style);Italian draftsman, 1575-1630;1575.0;1630.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BEZZOLA Antonio;ulan:500080882;Bezzola, Antonio;Italian (culture or style);Italian sculptor, born 1846;1846.0;1946.0;8.966667;45.966667;;;Campione d'Italia;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SERENA Luigi;ulan:500171408;Serena, Luigi;Italian (culture or style);Italian artist, 1855-1911;1855.0;1911.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ISRAELS Jozef;ulan:500012980;Israëls, Jozef;Dutch (culture or style);Dutch painter, draughtsman, and printmaker, 1824-1911;1824.0;1911.0;6.55;53.216667;;;Groningen;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PRADO Blas del;ulan:500005357;Prado, Blas del;Spanish (culture or style);Spanish painter and draftsman, ca. 1546-1599;1544.0;1599.0;-4.116667;40.083333;-3.683333;40.4;Toledo;Madrid;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HODLER Ferdinand;ulan:500027184;Hodler, Ferdinand;Swiss;Swiss painter, 1853-1918;1853.0;1918.0;7.466667;46.916667;6.148113;46.195602;Bern-Mittelland administrative district;Geneva;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RATTI Carlo Giuseppe;ulan:500007469;Ratti, Carlo Giuseppe;Italian (culture or style);Italian painter, author, 1737-1795;1737.0;1795.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FORMIGINE Andrea;ulan:500124278;Andrea da Formigine;Italian (culture or style);Italian woodcarver, stuccoist, and architect,  ca. 1480-1559;1470.0;1559.0;10.85;44.566667;11.351;44.507;Formigine;Bologna;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ASCIONE Aniello;ulan:500002462;Ascione, Aniello;Italian (culture or style);Italian painter, active ca. 1680-1708;1640.0;1740.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BENTZ Achilles;ulan:500080748;Benz, Achilles;Swiss;Swiss artist, born 1766;1766.0;1866.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MOOR Carlo;ulan:500021259;Moor, Carel de;Dutch (culture or style);Dutch painter and printmaker, 1655-1738;1655.0;1738.0;4.5;52.15;;;Leiden;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MASCAGNI Donato;ulan:500029599;Mascagni, Donato;Italian (culture or style);Italian painter, 1579-1636;1579.0;1636.0;11.25;43.766667;11.25;43.766667;Florence;Florence;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PETROCELLI Vincenzo;ulan:500100751;Petrocelli, Vincenzo Pasquale Angelo;Italian (culture or style);Italian painter, 1823-1896;1823.0;1896.0;13.9;41.483333;14.25;40.833333;Frosinone;Naples;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
STELLA Guglielmo;ulan:500078209;Stella, Guglielmo;Italian (culture or style);Italian painter and illustrator, 1828-1888;1828.0;1888.0;9.2;45.466667;12.326667;45.438611;Milan;Venice;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TAVELLA Carlo Antonio;ulan:500029841;Tavella, Carlo Antonio;Italian (culture or style);Italian painter, 1668-1738;1668.0;1738.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MAINA Giacinto;ulan:500056633;Maina, Giacinto;Italian (culture or style);Italian engraver, active 1800-1815;1760.0;1860.0;17.0;43.0;;;Dubrovnik-Neretva County;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BELLANGE Thierry;ulan:500202315;Bellange, Thierry;French (culture or style);French painter, 1594-1638;1594.0;1638.0;6.187755999999999;48.69211;6.187755999999999;48.69211;Nancy;Nancy;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ALBERTONI Paolo;ulan:500044335;Albertoni, Paolo;Italian (culture or style);Roman painter, ca.1670-after 1695;1600.0;1730.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LABILLE GUIARD;ulan:500005516;Labille-Guiard, Adélaïde;French (culture or style);French painter, 1749-1803;1749.0;1803.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
KOCH G;ulan:500357533;Koch, Georg;German (culture, style, period);German lithographer and draftsman, 1819-1899;1819.0;1899.0;9.5;51.316667;9.5;51.316667;Kassel;Kassel;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ADEMOLLO;ulan:500019799;Ademollo, Luigi;Italian (culture or style);Italian painter, draftsman, and engraver, 1764-1849;1764.0;1849.0;9.2;45.466667;11.25;43.766667;Milan;Florence;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GRAEF Sabine;ulan:500086319;Lepsius, Sabine;German (culture, style, period);German painter, 1864-1942;1864.0;1942.0;13.4;52.516667000000005;;;Berlin;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NONO Andrea;ulan:500186439;Nono, Andrea;Italian (culture or style);Italian architect, active 1737-1739;1697.0;1797.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCESCO da SANT AGATA;ulan:500011881;Sant'Agata, Francesco da;Italian (culture or style);Italian goldsmith and sculptor, active 1491-1528;1451.0;1561.0;;;;;;;1.0;0.0;1.0;2.0;1.0;0.0;1.0;0.5;0.0;0.5
ROCHET Louis;ulan:500031853;Rochet, Louis;French (culture or style);French sculptor, 1813-1878;1813.0;1878.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ISAACSZ Isaac;ulan:500019383;Isaacsz., Isaac;Dutch (culture or style);Dutch painter, born before 1599, active 1665;1589.0;1689.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
WICAR Jean-Baptiste-Joseph;ulan:500029542;Wicar, Jean Baptiste Joseph;French (culture or style);French painter, 1762-1834;1762.0;1834.0;3.058585;50.632971000000005;12.483333;41.9;Lille;Rome;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LEONARDO DI SER GIOVANNI;ulan:500003089;Leonardo di ser Giovanni;Italian (culture or style);Italian goldsmith, active 1358-1371;1328.0;1401.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NOVELLI Antonio;ulan:500020766;Novelli, Antonio;Italian (culture or style);Italian sculptor, 1600-1662;1600.0;1662.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PACHECO Francisco;ulan:500020871;Pacheco, Francisco;Spanish (culture or style);Spanish painter and author, 1564-ca. 1644;1564.0;1654.0;-6.35;36.783333;-5.986944;37.377222;Sanlúcar de Barrameda;Seville;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCOTT David;ulan:500025835;Scott, David;British (modern);Scottish painter, 1806-1849;1806.0;1849.0;-3.2;55.95;-3.2;55.95;City of Edinburgh;City of Edinburgh;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CHIERICI Gaetano;ulan:500046200;Chierici, Gaetano;Italian (culture or style);Italian painter, 1838-1920;1838.0;1920.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
AMICO Giovanni;ulan:500114405;Amico, Giovanni d';Italian (culture or style);Italian copyist, active late 16th century;1530.0;1620.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DONATO;ulan:500098012;Donato Veneziano;Italian (culture or style);Italian painter, active 1344, died ca. 1388;1314.0;1398.0;12.326667;45.438611;;;Venice;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BERTRAND Jean Baptiste;ulan:500013565;Bertrand, James;French (culture or style);French painter, lithographer, and engraver, 1823-1887;1823.0;1887.0;4.846711;45.748457;2.187268;48.695722;Lyon;Orsay;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BEAUMONT Charles E;ulan:500183614;Beaumont, Charles;French (culture or style);French artist, 17th century;1600.0;1699.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CENATIEMPO Geronimo;ulan:500001895;Cenatiempo, Geronimo;Italian (culture or style);Italian painter, active 1705-1741;1675.0;1771.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BOSCHI Alfonso;ulan:500042224;Boschi, Alfonso;Italian (culture or style);Italian painter, ca. 1615-1649;1605.0;1649.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SNYERS Peeter;ulan:500021898;Snyers, Peeter;Flemish (culture or style);Flemish genre and portrait painter, 1681-1752;1681.0;1752.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LOCATELLI Giovanni Battista;ulan:500427351;Locatelli, Giovanni Battista;Italian (culture or style);Italian artist, 1735-1805;1735.0;1805.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
HAEBERLIN Leonhard;ulan:500056098;Haeberlin, Leonhard;German (culture, style, period);German painter, 1584-1656;1584.0;1656.0;11.068333;49.447778;11.068333;49.447778;Nuremberg;Nuremberg;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
AUDRAN Claude;ulan:500030280;Audran, Claude;French (culture or style);French painter and designer, 1658-1734;1658.0;1734.0;4.846711;45.748457;2.333333;48.866667;Lyon;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
NERI da RIMINI;ulan:500115901;Neri da Rimini;Italian (culture or style);Italian illuminator and painter, active 1300-ca. 1322;1276.0;1344.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MICHELE D ARGENTA;ulan:500009444;Michele da Argenta;Italian (culture or style);Italian painter, died after 1522;1492.0;1592.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MAGI Luigi;ulan:500062123;Magi, Luigi;Italian (culture or style);Italian sculptor, active ca.1846;1820.0;1900.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
WAGENBAUER Max;ulan:500018747;Wagenbauer, Max Josef;German (culture, style, period);German painter and lithographer, 1775-1829;1775.0;1829.0;;;11.583333;48.15;;Munich;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VOLLERDT;ulan:500001778;Vollerdt, Johann Christian;German (culture, style, period);German painter, ca. 1708-1769;1707.0;1769.0;12.4167;51.3333;13.75;51.05;Leipzig;Dresden;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGEL;ulan:500121156;Angel, Philips;Dutch (culture or style);Dutch painter, baptized 1616, died after 1683;1615.0;1693.0;3.616667;51.5;;;Middelburg;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PAOLINI Pio;ulan:500299758;Paolini, Pio Fabio;Italian (culture or style);Italian fresco painter, 1620-1692;1620.0;1692.0;13.242222;46.061944;15.566667;38.183333000000005;Udine;Messina;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RICCI Paolo;ulan:500054746;Ricci, Paolo;Italian (culture or style);Italian sculptor, 1835-1892;1835.0;1892.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Bec;ulan:500023322;Beecq, Jan Karel Donatus van;Dutch (culture or style);Dutch painter, ca. 1638-1722;1628.0;1722.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCHERANO da SETTIGNANO;ulan:500055041;Scherano;Italian (culture or style);Italian sculptor, active 1537;1497.0;1597.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
POEL (van der) Egbert Lievensz;ulan:500015379;Poel, Egbert van der;Dutch (culture or style);Dutch painter, 1621-1664;1621.0;1664.0;4.366667;52.0;4.5;51.916667;Delft;Rotterdam;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CARRE' Michel;ulan:500007438;Carree, Michiel;Dutch (culture or style);Dutch painter and engraver, 1657-1727 or 1747;1657.0;1747.0;4.3;52.083333;4.75;52.63333299999999;The Hague;Alkmaar;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
RAFFAELE DA BRESCIA;ulan:500002725;Raffaele da Brescia;Italian (culture or style);Italian woodcarver, 1479-1539;1479.0;1539.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CASTELLI A;ulan:500050471;Castelli, Alessandro;Italian (culture or style);Italian painter, 1809-1902;1809.0;1902.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
PAGANI Lattanzio;ulan:500028208;Pagani, Lattanzio;Italian (culture or style);Italian painter, ca. 1519-ca. 1582;1509.0;1592.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DE ANGELIS Domenico;ulan:500031829;Angelis, Domenico de;Italian (culture or style);Italian painter, active 18th-19th centuries;1730.0;1830.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DUBBELS Jan;ulan:500017179;Dubbels, Jan;Dutch (culture or style);Dutch painter, active ca.1717;1677.0;1787.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BALDRIGHI Giuseppe;ulan:500016579;Baldrighi, Giuseppe;Italian (culture or style);Italian painter and pastelist, 1723-1803;1723.0;1803.0;9.3;45.083333;10.333333;44.8;Stradella;Parma;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SPOLVERINI Ilario;ulan:500027693;Spolverini, Ilario;Italian (culture or style);Italian painter, 1657-1734;1657.0;1734.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VERSTRAETEN;ulan:500052286;Straaten, van der;Dutch (culture or style);Dutch artist, active 17th century;1571.0;1730.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FRAGONARD Alexandre Evariste;ulan:500017406;Fragonard, Alexandre-Evariste;French (culture or style);French painter, sculptor, and printmaker, 1780-1850;1780.0;1850.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
DECKER Cornelis;ulan:500005935;Decker, Cornelis Gerritsz.;Dutch (culture or style);Dutch painter, died 1678;1610.0;1678.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VINCENTINO Valerio;ulan:500067445;Vincentino, Valerio;undetermined (information indicator);draftsman;1300.0;2000.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LAPI Emilio;ulan:500008647;Lapi, Emilio;Italian (culture or style);Italian painter, ca.1815-ca.1890;1805.0;1900.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TADOLINI Francesco;ulan:500109505;Tadolini, Francesco;Italian (culture or style);Italian architect, 1723-1805;1723.0;1805.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GUERIN Charles;ulan:500003325;Guérin, Charles-François-Prosper;French (culture or style);French painter, 1875-1939;1875.0;1939.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BASILETTI Luigi;ulan:500101330;Basiletti, Luigi;Italian (culture or style);Italian painter, printmaker, and architect 1780-1860;1780.0;1860.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
MELENDEZ Luis;ulan:500012595;Meléndez, Luis;Spanish (culture or style);Spanish painter, 1716-1780;1716.0;1780.0;14.25;40.833333;-3.683333;40.4;Naples;Madrid;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ALBERTO DA CARRARA;ulan:500005820;Alberto da Carrara;Italian (culture or style);Italian architect and sculptor, active 1486-1499;1456.0;1529.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
BONOMI Giuseppe;ulan:500004469;Bonomi, Joseph;British (modern);English architect, 1739-1808;1739.0;1808.0;12.483333;41.9;-0.093145;51.514248;Rome;City of London;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
CLERICI Pietro;ulan:500426412;Clerici, Pietro;Italian (culture or style);Italian sculptor and medalist, 1877-1959;1877.0;1959.0;9.083333;45.783333;;;Como;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SOLDINI Antonio;ulan:500054817;Soldini, Antonio;Swiss;Swiss sculptor, born 1854;1854.0;1954.0;9.026386;45.834826;;;Chiasso;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCART Gilbert;ulan:500197668;Francart, Gilbert;French (culture or style);French painter and draftsman, ca. 1632-ca. 1697;1632.0;1697.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
VERMIGLIO Giuseppe;ulan:500017671;Vermiglio, Giuseppe;Italian (culture or style);Italian painter, ca.1585-after 1635;1575.0;1640.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
TESTELIN Louis;ulan:500008094;Testelin, Louis;French (culture or style);French painter, engraver, and draftsman, 1615-1665;1615.0;1665.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
AMATO Giacomo;ulan:500022005;Amato, Giacomo;Italian (culture or style);Italian architect, 1643-1732;1643.0;1732.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
LAGRENEE Jean-Jacques;ulan:500005569;Lagrenée, Jean Jacques;French (culture or style);French painter, 1739-1821;1739.0;1821.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
SCHOPIN Henri Frederic;ulan:500011588;Schopin, Frédéric;French (culture or style);French painter, 1804-1880;1804.0;1880.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
FIGINO;ulan:500124848;Figino, Girolamo;Italian (culture or style);Italian painter and draftsman, active mid- to late 16th century;1530.0;1650.0;9.2;45.466667;;;Milan;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ROUGET Georges;ulan:500023788;Rouget, Georges;French (culture or style);French painter and printmaker, 1783-1869;1783.0;1869.0;;;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
